"legislature","url","name","born","sex","constituency","party","committee","photo","nyears"
4,"http://dati.camera.it/ocd/deputato.rdf/d10160_4","ARMANDO SABATINI",1908,"M","Cuneo","DEMOCRATICO CRISTIANO","COMMISSIONE PARLAMENTARE PER IL PARERE AL GOVERNO SULLE NORME DELEGATE IN MATERIA DI NUOVE TARIFFE GENERALI DEI DAZI DOGANALI;COMMISSIONE PARLAMENTARE PER IL PARERE AL GOVERNO SULLE NORME DELEGATE NELLE MATERIE PREVISTE DAI TRATTATI DELLA COMUNITÃ ECONOMICA EUROPEA (CEE) E DELLA COMUNITÃ' EUROPEA DELLA ENERGIA ATOMICA (CEEA);XIII COMMISSIONE LAVORO - ASSISTENZA E PREVIDENZA SOCIALE - COOPERAZIONE","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=10160&legislatura=4",15
1,"http://dati.camera.it/ocd/deputato.rdf/d10170_1","DINO SACCENTI",1901,"M","Firenze","COMUNISTA","V COMMISSIONE DIFESA","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=10170&legislatura=1",0
2,"http://dati.camera.it/ocd/deputato.rdf/d10170_2","DINO SACCENTI",1901,"M","Firenze","COMUNISTA","V COMMISSIONE DIFESA","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=10170&legislatura=2",5
4,"http://dati.camera.it/ocd/deputato.rdf/d10180_4","GIUSEPPE SACCHI",1917,"M","Milano","COMUNISTA","XII COMMISSIONE INDUSTRIA E COMMERCIO - ARTIGIANATO - COMMERCIO ESTERO;XIII COMMISSIONE LAVORO - ASSISTENZA E PREVIDENZA SOCIALE - COOPERAZIONE;XIV COMMISSIONE IGIENE E SANITÃ PUBBLICA","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=10180&legislatura=4",0
5,"http://dati.camera.it/ocd/deputato.rdf/d10180_5","GIUSEPPE SACCHI",1917,"M","Milano","PARTITO COMUNISTA ITALIANO","IV COMMISSIONE GIUSTIZIA;XIII COMMISSIONE LAVORO, ASSISTENZA E PREVIDENZA SOCIALE, COOPERAZIONE","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=10180&legislatura=5",5
1,"http://dati.camera.it/ocd/deputato.rdf/d10190_1","MARIO SAGGIN",1895,"M","Verona","DEMOCRATICO CRISTIANO","IV COMMISSIONE FINANZE E TESORO;X COMMISSIONE INDUSTRIA E COMMERCIO - TURISMO;COMMISSIONE SPECIALE PER L'ESAME DEL DISEGNO DI LEGGE N.2511: ""PROVVEDIMENTI PER LO SVILUPPO DELL'ECONOMIA E L'INCREMENTO DELL'OCCUPAZIONE"";COMMISSIONE PARLAMENTARE PER IL PARERE SULLA NUOVA TARIFFA GENERALE DEI DAZI DOGANALI;GIUNTA PER I TRATTATI DI COMMERCIO E LA LEGISLAZIONE DOGANALE","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=10190&legislatura=1",0
1,"http://dati.camera.it/ocd/deputato.rdf/d10200_1","NICOLA SALERNO",1897,"M","Napoli","PARTITO SOCIALISTA DEMOCRATICO ITALIANO","VIII COMMISSIONE TRASPORTI - COMUNICAZIONI - MARINA MERCANTILE;X COMMISSIONE INDUSTRIA E COMMERCIO - TURISMO","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=10200&legislatura=1",0
4,"http://dati.camera.it/ocd/deputato.rdf/d1020_4","CARLO BORRA",1915,"M","Torino","DEMOCRATICO CRISTIANO","COMMISSIONE SPECIALE PER L'ESAME DEL DISEGNO DI LEGGE N. 1450 "" BILANCIO DELLO STATO PER IL PERIODO 1 LUGLIO - 31 DICEMBRE 1964"";COMMISSIONE SPECIALE PER L'ESAME DEL DISEGNO DI LEGGE N. 1686 ""BILANCIO DI PREVISIONE DELLO STATO PER L'ANNO 1965"";COMMISSIONE SPECIALE PER L'ESAME DEI PROGETTI DI LEGGE AVENTI PER OGGETTO LA DISCIPLINA DEI CONTRATTI DI LOCAZIONE DEGLI IMMOBILI URBANI;COMMISSIONE SPECIALE PER L'ESAME DEI PROGETTI DI LEGGE RELATIVI ALLE ZONE DEPRESSE DEL CENTRO NORD;COMMISSIONE PARLAMENTARE PER IL PARERE AL GOVERNO SULLE NORME DELEGATE IN MATERIA DI EDILIZIA ECONOMICA E POPOLARE;XIII COMMISSIONE LAVORO - ASSISTENZA E PREVIDENZA SOCIALE - COOPERAZIONE","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=1020&legislatura=4",0
5,"http://dati.camera.it/ocd/deputato.rdf/d1020_5","CARLO BORRA",1915,"M","Torino","DEMOCRAZIA CRISTIANA","I COMMISSIONE AFFARI COSTITUZIONALI, ORGANIZZAZIONE DELLO STATO, REGIONI, DISCIPLINA GENERALE DEL RAPPORTO DI PUBBLICO IMPIEGO;IX COMMISSIONE LAVORI PUBBLICI;XIII COMMISSIONE LAVORO, ASSISTENZA E PREVIDENZA SOCIALE, COOPERAZIONE","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=1020&legislatura=5",5
6,"http://dati.camera.it/ocd/deputato.rdf/d1020_6","CARLO BORRA",1915,"M","Torino","DEMOCRAZIA CRISTIANA","XIII COMMISSIONE LAVORO, ASSISTENZA E PREVIDENZA SOCIALE, COOPERAZIONE","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=1020&legislatura=6",9
3,"http://dati.camera.it/ocd/deputato.rdf/d10210_3","RAFFAELLO SALUTARI",1906,"M","Catania","DEMOCRATICO CRISTIANO","XI COMMISSIONE AGRICOLTURA E FORESTE","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=10210&legislatura=3",0
1,"http://dati.camera.it/ocd/deputato.rdf/d10220_1","UMBERTO SAMPIETRO",1902,"M","Milano","DEMOCRATICO CRISTIANO","I COMMISSIONE AFFARI INTERNI - ORDINAMENTO POLITICO E AMMINISTRATIVO - AFFARI DI CULTO - SPETTACOLI - ATTIVITÃ SPORTIVE - STAMPA;X COMMISSIONE INDUSTRIA E COMMERCIO - TURISMO;COMMISSIONE SPECIALE PER L'ESAME DEI DISEGNI DI LEGGE N.31: ""CONVERSIONE COMPLESSIVA DI DECRETI LEGGE"";COMMISSIONE SPECIALE PER L'ESAME DEI PROVVEDIMENTI RELATIVI ALLA CORTE COSTITUZIONALE (N.469 E 1292);COMMISSIONE SPECIALE PER LA RATIFICA DEI DECRETI LEGISLATIVI EMANATI NEL PERIODO DELLA COSTITUENTE (N.520);COMMISSIONE PARLAMENTARE PER LA VIGILANZA SULLE RADIODIFFUSIONI;COMMISSIONE ARTICOLO 1 LEGGE 23 AGOSTO 1949 N.681","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=10220&legislatura=1",0
2,"http://dati.camera.it/ocd/deputato.rdf/d10220_2","UMBERTO SAMPIETRO",1902,"M","Milano","DEMOCRATICO CRISTIANO","I COMMISSIONE AFFARI INTERNI - ORDINAMENTO POLITICO ED AMMINISTRATIVO - AFFARI DI CULTO - SPETTACOLI - ATTIVITÃ SPORTIVE - STAMPA;COMMISSIONE SPECIALE PER L'ESAME DEL DISEGNO DI LEGGE N.1264: ""NORME IN MATERIA DI LOCAZIONI E SUBLOCAZIONI DI IMMOBILI URBANI"" E DELLE PROPOSTE DI LEGGE IN MATERIA DI LOCAZIONI E SFRATTI;GIUNTA DELLE ELEZIONI;COMMISSIONE PARLAMENTARE PER LA VIGILANZA SULLE RADIODIFFUSIONI;UFFICIO DI PRESIDENZA","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=10220&legislatura=2",5
2,"http://dati.camera.it/ocd/deputato.rdf/d10230_2","VITO SANZO",1913,"M","Catanzaro","DEMOCRATICO CRISTIANO","VII COMMISSIONE LAVORI PUBBLICI;COMMISSIONE SPECIALE PER L'ESAME DEL DISEGNO DI LEGGE N.501: ""PROVVIDENZE PER LE ZONE COLPITE DALLE RECENTI ALLUVIONI IN CALABRIA"";COMMISSIONE SPECIALE PER L'ESAME DEL DISEGNO DI LEGGE N.1738: ""PROVVEDIMENTI STRAORDINARI PER LA CALABRIA"" E DELLE SIMILIARI PROPOSTE DI LEGGE NN.1147 E 2837","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=10230&legislatura=2",0
5,"http://dati.camera.it/ocd/deputato.rdf/d10250_5","BRUNO SARGENTINI",1910,"M","Roma","PARTITO SOCIALISTA DEMOCRATICO ITALIANO","VI COMMISSIONE FINANZE E TESORO;VII COMMISSIONE DIFESA;IX COMMISSIONE LAVORI PUBBLICI;COMMISSIONE SPECIALE PER L'ESAME DELLE PROPOSTE DI LEGGE CONCERNENTI LA DISCIPLINA DEGLI IMMOBILI URBANI;COMMISSIONE D'INDAGINE RICHIESTA DALL'ON. MANCINI GIACOMO A NORMA DELL'ART. 74 DEL REGOLAMENTO;COMMISSIONE PARLAMENTARE PER IL PARERE AL GOVERNO SULLE NORME DELEGATE IN MATERIA DI DAZI DOGANALI;COMMISSIONE PARLAMENTARE PER IL PARERE AL GOVERNO SULLE NORME DELEGATE IN MATERIA DI EDILIZIA;COMMISSIONE PER LA VIGILANZA SULL'AMMINISTRAZIONE DEL DEBITO PUBBLICO","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=10250&legislatura=5",0
7,"http://dati.camera.it/ocd/deputato.rdf/d10250_7","BRUNO SARGENTINI",1910,"M","Roma","PARTITO SOCIALISTA DEMOCRATICO ITALIANO","COMMISSIONE PARLAMENTARE PER L'INDIRIZZO GENERALE E LA VIGILANZA DEI SERVIZI RADIOTELEVISIVI;III COMMISSIONE AFFARI ESTERI, EMIGRAZIONE","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=10250&legislatura=7",5
2,"http://dati.camera.it/ocd/deputato.rdf/d10260_2","EMANUELA SAVIO",1916,"F","Torino","DEMOCRATICO CRISTIANO","VI COMMISSIONE ISTRUZIONE E BELLE ARTI;COMMISSIONE SPECIALE PER L'ESAME DEL DISEGNO DI LEGGE N.1946: ""MODIFICAZIONI ED AGGIUNTE ALLE DISPOSIZIONI SULLA CINEMATOGRAFIA""","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=10260&legislatura=2",0
3,"http://dati.camera.it/ocd/deputato.rdf/d10260_3","EMANUELA SAVIO",1916,"F","Torino","DEMOCRATICO CRISTIANO","VIII COMMISSIONE ISTRUZIONE E BELLE ARTI;COMMISSIONE SPECIALE PER L'ESAME DEL DISEGNO DI LEGGE N. 11: ""CONVERSIONE IN LEGGE DEL DECRETO-LEGGE 11 GIUGNO 1958, N. 573, CONCERNENTE LA PROROGA DEL TERMINE STABILITO DALL'ART.23 DELLA LEGGE 31 LUGLIO 1956, N. 897, CONTENENTE DISPOSIZIONI SULLA CINEMATOGRAFIA E SUCCESSIVE MODIFICAZIONI""","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=10260&legislatura=3",5
4,"http://dati.camera.it/ocd/deputato.rdf/d10260_4","EMANUELA SAVIO",1916,"F","Torino","DEMOCRATICO CRISTIANO","VIII COMMISSIONE ISTRUZIONE E BELLE ARTI;XIV COMMISSIONE IGIENE E SANITÃ PUBBLICA;COMMISSIONE PARLAMENTARE DI VIGILANZA SULLE RADIODIFFUSIONI","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=10260&legislatura=4",10
5,"http://dati.camera.it/ocd/deputato.rdf/d10260_5","EMANUELA SAVIO",1916,"F","Torino","DEMOCRAZIA CRISTIANA","II COMMISSIONE AFFARI DELLA PRESIDENZA DEL CONSIGLIO, AFFARI INTERNI E DI CULTO, ENTI PUBBLICI;VIII COMMISSIONE ISTRUZIONE E BELLE ARTI","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=10260&legislatura=5",15
2,"http://dati.camera.it/ocd/deputato.rdf/d10270_2","CARLO SCARASCIA MUGNOZZA",1920,"M","Lecce","DEMOCRATICO CRISTIANO","IX COMMISSIONE AGRICOLTURA E FORESTE - ALIMENTAZIONE;GIUNTA PER L'ESAME DELLE DOMANDE DI AUTORIZZAZIONE A PROCEDERE IN GIUDIZIO;COMMISSIONE PARLAMENTARE CONSULTIVA PER IL PARERE SULLE NORME DELEGATE RELATIVE AL NUOVO STATUTO DEGLI IMPIEGATI CIVILI E DEGLI ALTRI DIPENDENTI DELLO STATO","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=10270&legislatura=2",0
3,"http://dati.camera.it/ocd/deputato.rdf/d10270_3","CARLO SCARASCIA MUGNOZZA",1920,"M","Lecce","DEMOCRATICO CRISTIANO","I COMMISSIONE AFFARI COSTITUZIONALI - ORGANIZZAZIONE DELLO STATO - REGIONI - DISCIPLINA GENERALE DEL RAPPORTO DI PUBBLICO IMPIEGO;III COMMISSIONE AFFARI ESTERI - EMIGRAZIONE;IV COMMISSIONE GIUSTIZIA;XIII COMMISSIONE LAVORO - ASSISTENZA E PREVIDENZA SOCIALE - COOPERAZIONE;GIUNTA PER L'ESAME DELLE DOMANDE DI AUTORIZZAZIONE A PROCEDERE IN GIUDIZIO;COMMISSIONE SPECIALE PER L'ESAME DEL DISEGNO DI LEGGE N.1409: ""INTERVENTI IN FAVORE DELL'ECONOMIA NAZIONALE"";COMMISSIONE SPECIALE PER L'ESAME DELLE PROPOSTE DI LEGGE NN.82 E 945 E DELLA PROPOSTA DI INCHIESTA PARLAMENTARE N. 1797, CONCERNENTI LE ABITAZIONI DELLA GENTE RURALE;RAPPRESENTANZA DELLA CAMERA NELL'ASSEMBLEA PARLAMENTARE EUROPEA;COMMISSIONE PARLAMENTARE PER IL PARERE SULLE NORME DI ATTUAZIONE DELLA LEGGE 13 MARZO 1958, N. 264, RELATIVA ALLA TUTELA DEL LAVORO A DOMICILIO","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=10270&legislatura=3",5
4,"http://dati.camera.it/ocd/deputato.rdf/d10270_4","CARLO SCARASCIA MUGNOZZA",1920,"M","Lecce","DEMOCRATICO CRISTIANO","COMMISSIONE SPECIALE PER L'ESAME DELLA PROPOSTA DI LEGGE DELFINO N.2 ""PIANO STRAORDINARIO PER FAVORIRE LA RINASCITA ECONOMICA E SOCIALE DELL'ABRUZZO - MOLISE"";COMMISSIONE D'INDAGINE PER LA TUTELA E LA VALORIZZAZIONE DEL PATRIMONIO STORICO, ARCHEOLOGICO, ARTISTICO E DEL PAESAGGIO;COMMISSIONE PARLAMENTARE PER IL PARERE AL GOVERNO SULLE NORME DELEGATE IN MATERIA DI NUOVE TARIFFE GENERALI DEI DAZI DOGANALI;COMMISSIONE PARLAMENTARE PER IL PARERE AL GOVERNO SULLE NORME DELEGATE NELLE MATERIE PREVISTE DAI TRATTATI DELLA COMUNITÃ ECONOMICA EUROPEA (CEE) E DELLA COMUNITÃ' EUROPEA DELLA ENERGIA ATOMICA (CEEA);XI COMMISSIONE AGRICOLTURA E FORESTE","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=10270&legislatura=4",10
5,"http://dati.camera.it/ocd/deputato.rdf/d10270_5","CARLO SCARASCIA MUGNOZZA",1920,"M","Lecce","DEMOCRAZIA CRISTIANA","VII COMMISSIONE DIFESA;RAPPRESENTANZA DELLA CAMERA NEL PARLAMENTO EUROPEO","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=10270&legislatura=5",15
3,"http://dati.camera.it/ocd/deputato.rdf/d10280_3","VITO SCARONGELLA",1913,"M","Bari","PARTITO SOCIALISTA ITALIANO","VI COMMISSIONE FINANZE E TESORO;XIV COMMISSIONE IGIENE E SANITA' PUBBLICA","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=10280&legislatura=3",0
3,"http://dati.camera.it/ocd/deputato.rdf/d10290_3","PASQUALE SCHIANO",1905,"M","Napoli","PARTITO SOCIALISTA ITALIANO","IV COMMISSIONE GIUSTIZIA;X COMMISSIONE TRASPORTI  - POSTE E TELECOMUNICAZIONI - MARINA MERCANTILE;GIUNTA PER L'ESAME DELLE DOMANDE DI AUTORIZZAZIONE A PROCEDERE IN GIUDIZIO;COMMISSIONE SPECIALE PER L'ESAME DEL DISEGNO E DELLE PROPOSTE DI LEGGE CONCERNENTI PROVVEDIMENTI PER LA CITTÃ DI NAPOLI","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=10290&legislatura=3",0
2,"http://dati.camera.it/ocd/deputato.rdf/d10300_2","GIUSEPPE SCHIRO'",1913,"M","Catania","COMUNISTA","III COMMISSIONE DIRITTO - PROCEDURA E ORDINAMENTO GIUDIZIARIO - AFFARI DI GIUSTIZIA;COMMISSIONE SPECIALE PER LA RATIFICA DEI DECRETI LEGISLATIVI EMANATI DAL GOVERNO DURANTE IL PERIODO DELLA COSTITUENTE","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=10300&legislatura=2",0
6,"http://dati.camera.it/ocd/deputato.rdf/d1030_6","GIOVANNI ANDREA BORROMEO D'ADDA",1941,"M","Como","MOVIMENTO SOCIALE ITALIANO - DESTRA NAZIONALE","COMMISSIONE PARLAMENTARE PER IL PARERE AL GOVERNO SULLE NORME DELEGATE PER IL RIORDINAMENTO DEGLI ENTI PUBBLICI E DEL RAPPORTO DI LAVORO DEL PERSONALE DIPENDENTE;COMMISSIONE PARLAMENTARE D'INCHIESTA SULLE STRUTTURE, SULLE CONDIZIONI E SUI LIVELLI DEI TRATTAMENTI RETRIBUTIVI E NORMATIVI;XIII COMMISSIONE LAVORO, ASSISTENZA E PREVIDENZA SOCIALE, COOPERAZIONE;XIV COMMISSIONE IGIENE E SANITÃ PUBBLICA","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=1030&legislatura=6",0
7,"http://dati.camera.it/ocd/deputato.rdf/d1030_7","GIOVANNI ANDREA BORROMEO D'ADDA",1941,"M","Como","COSTITUENTE DI DESTRA - DEMOCRAZIA NAZIONALE","COMMISSIONE SPECIALE INCARICATA, IN SEDE REFERENTE, DELL'ESAME DEI PROGETTI DI LEGGE CONCERNENTI DISPOSIZIONI IN MATERIA DI LOCAZIONI DI IMMOBILI URBANI;COMMISSIONE PARLAMENTARE PER IL PARERE AL GOVERNO SULLE NORME DELEGATE PER IL RIORDINAMENTO DEGLI ENTI PUBBLICI E DEL RAPPORTO DI LAVORO DEL PERSONALE DIPENDENTE;COMMISSIONE PARLAMENTARE D'INCHESTA SULLE STRUTTURE, SULLE CONDIZIONI E SUI LIVELLI DEI TRATTAMENTI RETRIBUTIVI E NORMATIVI;COMMISSIONE PARLAMENTARE D'INCHIESTA SULLA FUGA DI SOSTANZE TOSSICHE AVVENUTA IL 19 LUGLIO 1976 NELLO STABILIMENTO ICMESA E SUI RISCHI POTENZIALI PER LA SALUTE E PER L'AMBIENTE DERIVANTI DA ATTIVITÃ INDUSTRIALI;COMITATO PARITETICO BICAMERALE PER L'INDAGINE CONOSCITIVA SULL'ASSICURAZIONE OBBLIGATORIA DEGLI AUTOVEICOLI;XII COMMISSIONE INDUSTRIA E COMMERCIO, ARTIGIANATO, COMMERCIO ESTERO","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=1030&legislatura=7",4
1,"http://dati.camera.it/ocd/deputato.rdf/d10310_1","FRANCESCO SCIAUDONE",1905,"M","Napoli","PARTITO NAZIONALE MONARCHICO","IV COMMISSIONE FINANZE E TESORO;VII COMMISSIONE LAVORI PUBBLICI;COMMISSIONE D'INDAGINE PER GIUDICARE IL FONDAMENTO DELL'ACCUSA MOSSA DAI DEPUTATI SAMPIETRO UMBERTO E STELLA AL DEPUTATO CUTTITTA","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=10310&legislatura=1",0
2,"http://dati.camera.it/ocd/deputato.rdf/d10310_2","FRANCESCO SCIAUDONE",1905,"M","Napoli","PARTITO NAZIONALE MONARCHICO","IV COMMISSIONE FINANZE E TESORO;V COMMISSIONE DIFESA;COMMISSIONE SPECIALE PER L'ESAME DEL DISEGNO DI LEGGE N.1703: ""CONVERSIONE IN LEGGE DEL DECRETO LEGGE 21 GIUGNO 1955, N.492, RECANTE PROVVEDIMENTI A FAVORE DEGLI AGRICOLTORI E DEGLI ALLEVATORI SARDI DANNEGGIATI DALLA SICCITÃ""","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=10310&legislatura=2",5
4,"http://dati.camera.it/ocd/deputato.rdf/d10320_4","RENATO SCIONTI",1909,"M","Bari","COMUNISTA","VIII COMMISSIONE ISTRUZIONE E BELLE ARTI","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=10320&legislatura=4",0
5,"http://dati.camera.it/ocd/deputato.rdf/d10320_5","RENATO SCIONTI",1909,"M","Bari","PARTITO COMUNISTA ITALIANO","VIII COMMISSIONE ISTRUZIONE E BELLE ARTI","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=10320&legislatura=5",5
2,"http://dati.camera.it/ocd/deputato.rdf/d10330_2","RAFFAELE SCIORILLI BORRELLI",1916,"M","L'aquila","COMUNISTA","VI COMMISSIONE ISTRUZIONE E BELLE ARTI;COMMISSIONE SPECIALE PER L'ESAME DELLA PROPOSTA DI LEGGE ERMINI N.2719: ""PROVVEDIMENTI PER LA SALVAGUARDIA DEL CARATTERE STORICO, MONUMENTALE E ARTISTICO DELLE CITTÃ E DEL TERRITORIO DI ASSISI, NONCHÃ PER CONSEGUENTI OPERE DI INTERESSE IGIENICO E TURISTICO""","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=10330&legislatura=2",0
3,"http://dati.camera.it/ocd/deputato.rdf/d10330_3","RAFFAELE SCIORILLI BORRELLI",1916,"M","L'aquila","COMUNISTA","VIII COMMISSIONE ISTRUZIONE E BELLE ARTI","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=10330&legislatura=3",5
4,"http://dati.camera.it/ocd/deputato.rdf/d10340_4","CARLO SCOTONI",1918,"M","Trento","COMUNISTA","COMMISSIONE SPECIALE PER L'ESAME DEI DECRETI LEGGE RELATIVI AGLI INTERVENTI ED ALLE PROVVIDENZE PER LE POPOLAZIONI E I TERRITORI COLPITI DALLE ALLUVIONI O MAREGGIATE DELL'AUTUNNO 1966;I COMMISSIONE AFFARI COSTITUZIONALI - ORGANIZZAZIONE DELLO STATO - REGIONI - DISCIPLINA GENERALE DEL RAPPORTO DI PUBBLICO IMPIEGO;COMMISSIONE PARLAMENTARE PER LE QUESTIONI REGIONALI","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=10340&legislatura=4",0
5,"http://dati.camera.it/ocd/deputato.rdf/d10340_5","CARLO SCOTONI",1918,"M","Trento","PARTITO COMUNISTA ITALIANO","I COMMISSIONE AFFARI COSTITUZIONALI, ORGANIZZAZIONE DELLO STATO, REGIONI, DISCIPLINA GENERALE DEL RAPPORTO DI PUBBLICO IMPIEGO;COMMISSIONE PARLAMENTARE PER LE QUESTIONI REGIONALI","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=10340&legislatura=5",5
2,"http://dati.camera.it/ocd/deputato.rdf/d10350_2","GUIDO SECRETO",1895,"M","Torino","PARTITO SOCIALISTA DEMOCRATICO ITALIANO","I COMMISSIONE AFFARI INTERNI - ORDINAMENTO POLITICO ED AMMINISTRATIVO - AFFARI DI CULTO - SPETTACOLI - ATTIVITÃ SPORTIVE - STAMPA;III COMMISSIONE DIRITTO - PROCEDURA E ORDINAMENTO GIUDIZIARIO - AFFARI DI GIUSTIZIA;VI COMMISSIONE ISTRUZIONE E BELLE ARTI;COMMISSIONE SPECIALE PER L'ESAME DELLA PROPOSTA DI LEGGE DE FRANCESCO N.1459: ""NORME GENERALI SULL'AZIONE AMMINISTRATIVA"";COMMISSIONE SPECIALE PER L'ESAME DEL DISEGNO DI LEGGE N.1738: ""PROVVEDIMENTI STRAORDINARI PER LA CALABRIA"" E DELLE SIMILIARI PROPOSTE DI LEGGE NN.1147 E 2837;COMMISSIONE SPECIALE PER L'ESAME DELLE PROPOSTE DI LEGGE COSTITUZIONALI ALDISIO E LI CAUSI NN.2406 E 2810 CONCERNENTI L'ALTA CORTE PER LA REGIONE SICILIANA E LA CORTE COSTITUZIONALE;GIUNTA DEL REGOLAMENTO","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=10350&legislatura=2",0
3,"http://dati.camera.it/ocd/deputato.rdf/d10350_3","GUIDO SECRETO",1895,"M","Torino","PARTITO SOCIALISTA DEMOCRATICO ITALIANO","VII COMMISSIONE DIFESA;VIII COMMISSIONE ISTRUZIONE E BELLE ARTI;IX COMMISSIONE LAVORI PUBBLICI;COMMISSIONE SPECIALE PER L'ESAME DELLA PROPOSTA DI LEGGE LUCIFREDI ED ALTRI N.195: ""NORME GENERALI SULL'AZIONE AMMINISTRATIVA""","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=10350&legislatura=3",5
4,"http://dati.camera.it/ocd/deputato.rdf/d10350_4","GUIDO SECRETO",1895,"M","Torino","PARTITO SOCIALISTA DEMOCRATICO ITALIANO","GIUNTA DELLE ELEZIONI;VII COMMISSIONE DIFESA","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=10350&legislatura=4",10
2,"http://dati.camera.it/ocd/deputato.rdf/d10360_2","ANTONIO SENSI",1903,"M","Catanzaro","DEMOCRATICO CRISTIANO","I COMMISSIONE AFFARI INTERNI - ORDINAMENTO POLITICO ED AMMINISTRATIVO - AFFARI DI CULTO - SPETTACOLI - ATTIVITÃ SPORTIVE - STAMPA;VIII COMMISSIONE TRASPORTI - COMUNICAZIONI - MARINA MERCANTILE;COMMISSIONE SPECIALE PER L'ESAME DEL DISEGNO DI LEGGE N.501: ""PROVVIDENZE PER LE ZONE COLPITE DALLE RECENTI ALLUVIONI IN CALABRIA"";COMMISSIONE SPECIALE PER L'ESAME DEL DISEGNO DI LEGGE N.1738: ""PROVVEDIMENTI STRAORDINARI PER LA CALABRIA"" E DELLE SIMILIARI PROPOSTE DI LEGGE NN.1147 E 2837","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=10360&legislatura=2",0
1,"http://dati.camera.it/ocd/deputato.rdf/d10370_1","GIOVANNI SERBANDINI",1912,"M","Genova","COMUNISTA","VIII COMMISSIONE TRASPORTI - COMUNICAZIONI - MARINA MERCANTILE;COMMISSIONE SPECIALE PER L'ESAME E L'APPROVAZIONE DEI DISEGNI DI LEGGE SULLA STAMPA (C. NN.223 E 227);COMMISSIONE SPECIALE PER L'ESAME DEL DISEGNO DI LEGGE N.3077: ""RATIFICA ED ESECUZIONE DEGLI ACCORDI INTERNAZIONALI PER LA COSTITUZIONE DELLA COMUNITÃ EUROPEA DI DIFESA""","http://documenti.camera.it/apps/nuovosito/deputato/getFoto.asp?id=10370&legislatura=1",0
